Category1,Category2,Category3,Category4,Category5,category_id,Item,Licensing,Website,Platform,Description
Databases,Graph Database,,,,1355,GraphBase,Open Source,http://graphbase.net/,,"GraphBase makes handling large, complex databases possible. GraphBase also gives you the Enterprise data management features you expect"
Databases,Graph Database,,,,1355,HyperGraphDB,Open Source,http://www.hypergraphdb.org/,,"A data storage mechanism based on a powerful knowledge management formalism known as directed hypergraphs. While a persistent memory model designed mostly for knowledge management, AI and semantic web projects, it can also be used as an embedded object-oriented database for Java projects of all sizes. Or a graph database. Or a (non-SQL) relational database."
Databases,Graph Database,,,,1355,IBM System G,Commercial,http://systemg.research.ibm.com/,,"BM System G is a comprehensive set of Graph Computing Tools, Cloud, and Solutions for Big Data. ""G"" stands for graphs -- large or small, static or dynamic, topological or semantic, and property or bayesian"
Databases,Graph Database,,,,1355,InfiniteGraph,Open Source,http://www.objectivity.com/infinitegraph,,"InfiniteGraph enables organizations to achieve greater return on their data related investment by helping them “connect the dots” on a global scale, ask deeper and more complex questions, across new or existing data stores.

There is no other graph technology available today, offered by any other commercial vendor or open source project, that can match InfiniteGraph’s combined strengths of persisting and traversing complex relationships requiring multiple hops, across vast and distributed data stores."
Databases,Graph Database,,,,1355,InfoGrid,Open Source,http://infogrid.org/,,"InfoGrid is a Web Graph Database with a many additional software components that make the development of REST-ful web applications on a graph foundation easy. InfoGrid is open source, and is being developed in Java as a set of projects:"
Databases,Graph Database,,,,1355,OntoText GraphDB,Commercial,http://www.ontotext.com/products/ontotext-graphdb/,,"raphDB™ is the world’s leading RDF Triplestore and graph database. It’s the only triplestore that can perform semantic inferencing at scale allowing users to create new semantic facts from existing facts. GraphDB™ handles massive loads, queries and inferencing in real time. We offer four versions of GraphDB™: Lite, Standard, Enterprise and Cloud. Click into any edition to compare the differences between these three graph databases. - See more at: http://www.ontotext.com/products/ontotext-graphdb/#sthash.mijJ9zHx.dpuf"
Databases,Graph Database,,,,1355,Oracle Spatial and Graph,Commercial,http://www.oracle.com/technetwork/database/options/spatialandgraph/overview/index.html,,"Oracle Spatial and Graph supports a full range of geospatial data and analytics for land management and GIS, mobile location services, sales territory management, transportation, LiDAR analysis and location-enabled Business Intelligence. The graph features include RDF graphs for applications ranging from semantic data integration to social network analysis to linked open data and network graphs used in transportation, utilities, energy and telcos and drive-time analysis for sales and marketing applications."
Databases,Graph Database,,,,1355,Startdog,Open Source,http://stardog.com/,,"Stardog is the easiest, most powerful graph database: search, query, reasoning, and constraints in a lightweight, pure Java system."
Databases,Graph Database,,,,1355,VertexDB,Open Source,http://www.dekorte.com/projects/opensource/vertexdb/,,A high performance graph database server that supports automatic garbage collection.
Databases,Graph Database,Processing,,,1356,Apache Giraph,Open Source,http://giraph.apache.org/,,"Apache Giraph is an iterative graph processing system built for high scalability. For example, it is currently used at Facebook to analyze the social graph formed by users and their connections. Giraph originated as the open-source counterpart to Pregel, the graph processing architecture developed at Google and described in a 2010 paper. Both systems are inspired by the Bulk Synchronous Parallel model of distributed computation introduced by Leslie Valiant. Giraph adds several features beyond the basic Pregel model, including master computation, sharded aggregators, edge-oriented input, out-of-core computation, and more. With a steady development cycle and a growing community of users worldwide, Giraph is a natural choice for unleashing the potential of structured datasets at a massive scale. To learn more, consult the User Docs section above."
Databases,Clients,,,,1370,Jailer,Open Source,http://jailer.sourceforge.net/home.htm,,"Jailer is a tool for database subsetting, schema and data browsing. It exports consistent, referentially intact row-sets from relational databases. It removes obsolete data without violating integrity. It is DBMS agnostic (by using JDBC), platform independent, and generates DbUnit datasets, hierarchically structured XML, and topologically sorted SQL-DML"
Databases,Clients,,,,1370,Squirrel SQL Client,Open Source,http://squirrel-sql.sourceforge.net/,,"SQuirreL SQL Client is a graphical Java program that will allow you to view the structure of a JDBC compliant database, browse the data in tables, issue SQL commands etc, see Getting Started and Introduction. The minimum version of Java supported is 1.6.x as of SQuirreL version 3.0. See the Old Versions page for versions of SQuirreL that will work with older versions of Java. "
Databases,Clients,,,,1370,Toad,Commercial,http://software.dell.com/products/toad-for-oracle/,,"Toad™ for Oracle® is the number one productivity solution for Oracle® database development and administration. These Oracle DB tools combine extensive automation with intuitive workflows to provide you with deep functionality. Toad for Oracle seamlessly integrates with the Toad World™ user community, empowering you to get answers from industry experts, interact with 3 million of your peers, and access a wealth of platform information—all without leaving Toad. Whether you’re a novice or a database pro, these Oracle tools will allow you to work and collaborate with accuracy and ease."
Databases,Clients,,,,1370,DBVisualizer,Commercial,https://www.dbvis.com/,,"DbVisualizer is the universal database tool for developers,  DBAs and analysts. It is the perfect solution since the same tool can be used on all major operating systems accessing a wide range of databases."
Databases,Persistence API,,,,1372,OpenJPA,Open Source,http://openjpa.apache.org/,,"Apache OpenJPA is a Java persistence project at The Apache Software Foundation that can be used as a stand-alone POJO persistence layer or integrated into any Java EE compliant container and many other lightweight frameworks, such as Tomcat and Spring."
Databases,Persistence API,,,,1372,Hibernate,Open Source,http://hibernate.org/orm/,,"Hibernate ORM enables developers to more easily write applications whose data outlives the application process. As an Object/Relational Mapping (ORM) framework, Hibernate is concerned with data persistence as it applies to relational databases (via JDBC). "
Databases,Persistence API,,,,1372,Eclipse Link JPA,Open Source,http://www.eclipse.org/eclipselink/,,The EclipseLink JPA provides developers with a standards based Object-Relational persistence solution with additional support for many advanced features. EclipseLink JPA provides advanced support for leading relational databases and Java containers.
Databases,Migration tools,,,,1373,FlywayDB,Open Source,http://flywaydb.org/,,"database migration tool (for Windows, OSX, Linux, Android and the JVM) where migrations are written in SQL or Java"
Caching,Client,,,,1400,Etag,Open Source,https://msdn.microsoft.com/en-us/library/dd541486.aspx,,"The ETag or entity tag is part of HTTP, the protocol for the World Wide Web. It is one of several mechanisms that HTTP provides for web cache validation, and which allows a client to make conditional requests"
Caching,Client,,,,1400,OSCache,Open Source,https://java.net/projects/oscache,,"OSCache
is a caching solution that includes a JSP tag library and set of classes to perform fine grained dynamic caching of JSP content, servlet responses or arbitrary objects.
provides both in memory and persistent on disk caches.
can allow your site to have graceful error tolerance (e.g. if an error occurs like your db goes down, you can serve the cached content so people can still surf the site almost without knowing)."
Caching,Server,,,,1401,Memcached,Open Source,http://memcached.org/,,Memcached is a general-purpose distributed memory caching system. It is often used to speed up dynamic database-driven websites by caching data and objects in RAM to reduce the number of times an external data source (such as a database or API) must be read
Caching,Server,,,,1401,EHCache,Open Source,http://ehcache.org/,,"Ehcache is an open source, standards-based cache for boosting performance, offloading your database, and simplifying scalability. It's the most widely-used Java-based cache because it's robust, proven, and full-featured. Ehcache scales from in-process, with one or more nodes, all the way to mixed in-process/out-of-process configurations with terabyte-sized caches"
Caching,Server,,,,1401,Redis,Open Source,http://redis.io/,,"Redis is an open source, BSD licensed, advanced key-value cache and store. It is often referred to as a data structure server since keys can contain strings, hashes, lists, sets, sorted sets, bitmaps and hyperloglogs."
Messaging,Technologies,,,,1450,Amazon SQS,Open Source,http://aws.amazon.com/sqs/,,"Amazon Simple Queue Service (SQS) is a fast, reliable, scalable, fully managed message queuing service. SQS makes it simple and cost-effective to decouple the components of a cloud application. You can use SQS to transmit any volume of data, at any level of throughput, without losing messages or requiring other services to be always available."
Messaging,Technologies,,,,1450,Amazon SNS,Commercial,http://aws.amazon.com/sns/,,"Amazon Simple Notification Service (Amazon SNS) is a fast, flexible, fully managed push messaging service. Amazon SNS makes it simple and cost-effective to push notifications to Apple, Google, Fire OS, and Windows devices, as well as Android devices in China with Baidu Cloud Push.  You can also use SNS to push notifications to internet connected smart devices, as well as other distributed services."
Messaging,Technologies,,,,1450,Rabbit MQ,Open Source,https://www.rabbitmq.com/,,RabbitMQ is open source message broker software (sometimes called message-oriented middleware) that implements the Advanced Message Queuing Protocol (AMQP). The RabbitMQ server is written in the Erlang programming language and is built on the Open Telecom Platform framework for clustering and failover
Messaging,Technologies,,,,1450,Websphere MQ,Commercial,http://www-03.ibm.com/software/products/en/ibm-mq,,"It was originally called MQSeries, and was renamed WebSphere MQ in 2002 to join the suite of WebSphere products. In April 2014, it was renamed IBM MQ. IBM MQ, (often referred to as ""MQ""), is IBM's Messaging solution for Enterprise and IBM's Message Oriented Middleware offering."
Messaging,Technologies,,,,1450,Tibco,Commercial,http://tibco.com/,,"TIBCO Software Inc. is an American company that provides message queue software for companies to use on-premises or as part of cloud computing environments. The software manages information, decisions, processes and applications for over 4,000 customers"
Messaging,Technologies,,,,1450,ActiveMQ,Open Source,http://activemq.apache.org/,,"Apache ActiveMQ ™ is the most popular and powerful open source messaging and Integration Patterns server.
Apache ActiveMQ is fast, supports many Cross Language Clients and Protocols, comes with easy to use Enterprise Integration Patterns and many advanced features while fully supporting JMS 1.1 and J2EE 1.4. Apache ActiveMQ is released under the Apache 2.0 License"
Content Repository,Applications,,,,2000,Apache Jackrabbit,Open Source,https://jackrabbit.apache.org/jcr/index.html,,"The Apache Jackrabbit? content repository is a fully conforming implementation of the Content Repository for Java Technology API (JCR, specified in JSR 170 and 283).

A content repository is a hierarchical content store with support for structured and unstructured content, full text search, versioning, transactions, observation, and more."
Customer Relationship Management,Applications,,,,2020,Sugar CRM,Open Source,http://www.sugarcrm.com/,,"SugarCRM is a software company based in Cupertino, California. It produces the web application Sugar, a customer relationship management (CRM) system that is available in both open-source and commercial open-source applications"
Customer Relationship Management,Applications,,,,2020,Oracle CRM,Commercial,https://www.oracle.com/applications/customer-experience/crm/index.html,,Oracle CRM is divided into a number of different product lines. Oracle entered the CRM market following its acquisition of Siebel Systems in September 2005 and later acquired UpShot CRM which offered a more robust user interface than the legacy Siebel On Demand product.
Customer Relationship Management,Applications,,,,2020,OpenEMM,Commercial,http://www.openemm.org/,,"OpenEMM is web-based enterprise application for email marketing, marketing automation, email newsletter and service emails (like transaction emails and event or time triggered emails) and lead management. To summarize it, OpenEMM is a tool for customer relationship management by email."
Customer Relationship Management,Applications,,,,2020,Sales Force,Commercial,http://www.salesforce.com/in/,,"Salesforce India's game changing technology and Customer Relationship Management cloud software addresses all your customer interface concerns, from sales and marketing to customer service, streamlining your enterprise and saving invaluable time and resources."
Version Control,Technologies,,,,2040,SVN,Open Source,https://subversion.apache.org/,,"Apache Subversion (often abbreviated SVN, after the command name svn) is a software versioning and revision control system distributed as free software under the Apache License. Developers use Subversion to maintain current and historical versions of files such as source code, web pages, and documentation."
Version Control,Technologies,,,,2040,CVS,Open Source,http://www.nongnu.org/cvs/,,"CVS is a version control system, an important component of Source Configuration Management (SCM). Using it, you can record the history of sources files, and documents. It fills a similar role to the free software RCS, PRCS, and Aegis packages"
Version Control,Technologies,,,,2040,Git,Open Source,https://github.com/,,"Powerful collaboration, code review, and code management for open source and private projects."
Version Control,Technologies,,,,2040,MS Visual Source Safe,Commercial,https://msdn.microsoft.com/en-us/library/3h0544kx%28v=vs.80%29.aspx,,"Microsoft Visual SourceSafe is a file-level version control system that permits many types of organizations to work on several project versions at the same time. This capability is particularly beneficial in a software development environment, where it is used in maintaining parallel code versions. However, the product can also be used to maintain files for any other type of team."
Version Control,Technologies,,,,2040,Rational Clearcase,Commercial,http://www.ibm.com/software/products/en/clearcase,,Rational ClearCase is a family of computer software tools that supports software configuration management (SCM) of source code and other software development assets. It includes revision control. ClearCase forms the basis for configuration management at large and medium-sized businesses and can accommodate projects with hundreds or thousands of developers. It is developed by IBM
Version Control,Technologies,,,,2040,Perforce,Open Source,http://www.perforce.com/,,"Perforce is a commercial, proprietary revision control system developed by Perforce Software"
Version Control,Technologies,,,,2040,Git,Open Source,https://git-scm.com/,,"Git (/??t/[4]) is a distributed revision control system with an emphasis on speed,[5] data integrity,[6] and support for distributed, non-linear workflows.[7] Git was initially designed and developed by Linus Torvalds for Linux kernel development in 2005, and has since become the most widely adopted version control system for software development."
Version Control,SVN,Tools,,,2041,SVNKit,Open Source,http://svnkit.com/,,"SVNKit is an Open Source, pure Java software library for working with the Subversion version control system. It is free to use on opensource projects but requires that you buy a commercial license to use to develop with proprietary software. It implements virtually all Subversion features and provides API to work with Subversion working copies, access and manipulate Subversion repositories."
Code Quality Management,Technologies,,,,2060,Crucible,Commercial,https://www.atlassian.com/software/crucible/overview,,"Crucible is a collaborative code review application by Australian software company Atlassian. Like other Atlassian products, Crucible is a Web-based application primarily aimed at the enterprise, and certain features that enable peer review of a codebase may be considered enterprise social software.[1]"
Code Quality Management,Technologies,,,,2060,Sonar,Commercial,http://www.sonarsource.com/,,SonarQube (formerly Sonar[1]) is an open source platform for continuous inspection of code quality.
Code Quality Management,Technologies,,,,2060,JCR - Java code reviewer,Open Source,http://jcodereview.sourceforge.net/,,"JCR (or jcodereview as it's known on Sourceforge) is a web application for performing and managing formal code reviews. It can be used for reviews of any type of source code, although it has some special smarts for reviewing Java projects. It has special features to make large-scale reviews not only practical but easy and fast. JCR is intended to assist"
Code Quality Management,Technologies,,,,2060,Klocwork,Commercial,http://www.klocwork.com/,,"Klocwork is a software company with headquarters in Burlington, MA and R&D based in Ottawa, ON, Canada. Klocwork was founded in 2001 as a spin-out of Nortel Networks and has over 1,000 customers[1] who use its software development tools. Klocwork says their tool help ""developers create more secure and reliable software by analyzing source code on-the-fly, simplifying peer code reviews, and extending the life of complex software"
Code Quality Management,Technologies,,,,2060,Hammurapi,Open Source,http://sourceforge.net/projects/hammurapi/,,Java code review tool.
Applicatin Monitoring,API,,,,2070,log4j,Open Source,http://logging.apache.org/log4j,,"Apache Log4j 2 is an upgrade to Log4j that provides significant improvements over its predecessor, Log4j 1.x, and provides many of the improvements available in Logback while fixing some inherent problems in Logback's architecture."
Applicatin Monitoring,API,,,,2070,SLF4J,Open Source,http://www.slf4j.org/,,"The Simple Logging Facade for Java (SLF4J) serves as a simple facade or abstraction for various logging frameworks (e.g. java.util.logging, logback, log4j) allowing the end user to plug in the desired logging framework at deployment time."
In-Memory Data Management,Technologies,,,,2080,Terracota,Commercial,https://terracotta.org,,"Terracotta Enterprise Suite is designed for any business and industry with high data volume, and a need for distributed in-memory management for performance and availability at scale."
In-Memory Data Management,Technologies,,,,2080,GigaSpaces eXtreme Application Platform,Commercial,http://www.gigaspaces.com/,,"GigaSpaces eXtreme Application Platform (XAP), is a distributed in-memory data-grid suited for high performance and low-latency transaction processing as well as real-time analytics use cases. XAP performance is achieved by maximizing the utilization of RAM and SSD as the main data store. It is commonly used to speed up existing database performance and scalability and include built-in synchronization with RDBS such as MySQL as well as new databases such as MongoDB, Cassandra etc. XAP was designed to serve as the system of record for the data that it maintains. Therefore, it support all the features of databases such as complex queries, transaction support etc. Among its main features is support for a wide range of data models starting from a simple key,value API to advance aggregation, Object Graph and SQL support"
In-Memory Data Management,Technologies,,,,2080,HazelCast,Open Source,http://hazelcast.com/,,"Hazelcast is an open source in-memory data grid based on Java. By having multiple nodes form a cluster, data is evenly distributed among the nodes. This allows for horizontal scaling both in terms of available storage space and processing power. Backups are also distributed in a similar fashion to other nodes, based on configuration, thereby protecting against single node failure."
Business Rules Management,Applications,,,,2090,Jboss BRMS (Drools),Open Source /Commercial,https://www.redhat.com/en/technologies/jboss-middleware/business-rules,,"Red Hat® JBoss® BRMS is a comprehensive platform for business rules management, business resource optimization, and complex event processing (CEP). Organizations can incorporate sophisticated decision logic into line-of-business applications and quickly update underlying business rules as market conditions change"
Enterprise Portal Solutions,Technologies,,,,3000,Liferay,Open Source,http://www.liferay.com,,"Liferay Portal is a web platform with features commonly required for the development of websites and portals. Liferay includes a built-in web content management system allowing users to build websites and portals as an assembly of themes, pages, portlets/gadgets and a common navigation.[4] Liferay is sometimes described as a content management framework or a web application framework. Liferay's support for plugins extends into multiple programming languages, including support for PHP and Ruby portlets.[5]"
Enterprise Portal Solutions,Technologies,,,,3000,IBM Websphere portal,Commercial,http://www.ibm.com/developerworks/lotus/digital_experience.html,,"BM WebSphere® Portal products provide enterprise web portals that help companies deliver a highly-personalized, social experience for their customers. WebSphere Portal products give users a single point of access to the applications, services, information and social connections they need. These products help increase visitor response and reduce web operations cost while offering a range of capabilities to meet your business needs"
Enterprise Portal Solutions,Technologies,,,,3000,Jboss Portal,Open Source /Commercial,http://jbossportal.jboss.org/,,"JBoss Portal provides an open source platform for hosting and serving a portal's Web interface, publishing and managing its content, and customizing its experience. While most packaged Portal frameworks help enterprises launch Portals more quickly, only JBoss Portal delivers the benefits of a zero-cost open source license combined with a flexible and scalable underlying platform."
Enterprise Portal Solutions,Technologies,,,,3000,Apache JetSpeed,Open Source,https://portals.apache.org/jetspeed-1/,,"Jetspeed is an Open Source implementation of an Enterprise Information Portal, using Java and XML. A portal makes network resources (applications, databases and so forth) available to end-users. The user can access the portal via a web browser, WAP-phone, pager or any other device. Jetspeed acts as the central hub where information from multiple sources are made available in an easy to use manner."
Content Management System,Applications,,,,3010,Drupal,Open Source,https://www.drupal.org/,,"Drupal is an open source content management platform powering millions of websites and applications. It’s built, used, and supported by an active and diverse community of people around the world."
Content Management System,Applications,,,,3010,Alfresco,Open Source,https://www.alfresco.com/,,"Alfresco includes a content repository, an out-of-the-box, web-based user interface for managing and using standard portal content, a CIFS interface that provides file system compatibility on Microsoft Windows and Unix-like operating systems, Luceneand Solr indexing, and Activiti workflow. The Alfresco system is developed using Java technology."
Content Management System,Applications,,,,3010,Joomla,Open Source,http://www.joomla.org/,,Joomla is a free and open-source content management system (CMS) for publishing web content. It is built on a model–view–controller web application framework that can be used independently of the CMS
Content Management System,Applications,,,,3010,Documentum,Open Source,http://www.emc.com/enterprise-content-management/index.htm,,"Documentum is an enterprise content management platform, now owned by EMC Corporation, as well as the name of the software company that originally developed the technology. EMC acquired Documentum for $1.7 billion in December, 2003.[1] The Documentum platform is part of EMC's Enterprise Content Division (ECD) business unit, one of EMC's four operating divisions."
Content Management System,Applications,,,,3010,WordPress,Open Source,https://wordpress.org/,,"WordPress is a free and open-source tool and a content management system (CMS) based on PHP and MySQL.[5] Features include a plugin architecture and a template system. WordPress was used by more than 23.3% of the top 10 million websites as of January 2015.[6] WordPress is the most popular blogging system in use on the Web,[7] at more than 60 million websites"
Content Management System,Applications,,,,3010,Jahia,Open Source,http://www.jahia.com,,Jahia is a Web Content Management system with a user interface built using Google Web Toolkit and stores its content using the JCR API default implementation Apache Jackrabbit
Content Management System,Applications,,,,3010,FileNet,Commercial,http://www-01.ibm.com/software/ecm/filenet/,,
Enterprise Integration (SOA),Enterprise Service Bus(ESB),,,,3020,Mule ESB,Open Source,https://www.mulesoft.com/platform/soa/mule-esb-open-source-esb,,"Mule ESB is a lightweight Java-based enterprise service bus (ESB) and integration platform that allows developers to connect applications together quickly and easily, enabling them to exchange data."
Enterprise Integration (SOA),Enterprise Service Bus(ESB),,,,3020,Open ESB,Open Source,http://www.open-esb.net/,,"OpenESB is the easiest and the most efficient ESB tool for building Integration and SOA applications. Initially designed and developed by Sun Microsystems and Seebeyond, OpenESB is improved and maintained by our Community. Released under CDDL license OpenESB community edition is free of chargefor development and deployment. OpenESB  offers a complete set of tools to design, develop, test and deploy integration applications and Service Oriented Applications"
Enterprise Integration (SOA),Enterprise Service Bus(ESB),,,,3020,WSO2 Enterprise Service Bus,Open Source,http://wso2.com/products/enterprise-service-bus/,,"The WSO2 Enterprise Service Bus (ESB) is an enterprise service bus (ESB) based on the Apache Synapseenterprise service bus, providing management and development/configuration support and SOA Governancecapabilities. Ebay uses WSO2 Enterprise Service Bus as one of the key elements in its transaction software, which continuously executes $2,000 worth of transactions per second"
Enterprise Integration (SOA),Enterprise Service Bus(ESB),,,,3020,Jboss Fuse ESB,Open Source,http://www.jboss.org/products/fuse/overview/,,JBoss Fuse is an open source Enterprise Service Bus (ESB) with an elastic footprint that supports integration beyond the data center. The ability to deploy JBoss Fuse in several different configurations enables intelligent integration to all facets of your business - on premise or in the Cloud.
Enterprise Integration (SOA),Enterprise Service Bus(ESB),,,,3020,Oracle Service Bus,Open Source,http://www.oracle.com/technetwork/middleware/service-bus/overview/index.html,,"Oracle Service Bus transforms complex and brittle architectures into agile integration networks by connecting, virtualizing, and managing interactions between services and applications. Oracle Service Bus delivers low-cost, standards-based integration for mission critical SOA environments where extreme performance, scalability and reliability are critical requirements.  "
Enterprise Integration (SOA),Enterprise Service Bus(ESB),,,,3020,IBM® Sterling Gentran®,Commercial,http://www-03.ibm.com/software/products/en/gentran,,"IBM® Sterling Gentran® provides electronic data interchange (EDI) and data translation for extremely high-volume transactions. It supports numerous EDI standards to meet the communication needs of various trading partners. IBM Sterling Gentran offers transaction controls, automation and security-rich features for safer, more efficient transaction processing."
Enterprise Integration (SOA),Enterprise Service Bus(ESB),,,,3020,Java CAPS,Open Source,http://www.oracle.com/technetwork/documentation/java-caps-193455.html,,"Java Composite Application Platform Suite (CAPS or Java CAPS), is a standards-based Enterprise Service Bus software suite from Oracle Corporation.[1]
Java CAPS has several components which help to integrate existing applications and deliver new business services in a service-oriented architecture environment.
Java CAPS is related to the Open ESB[2] open source project."
Enterprise Integration (SOA),Middleware Platform,,,,3025,WSO2 Carbon,Open Source,http://wso2.com/products/carbon/,,"WSO2 Carbon is an SOA middleware platform from WSO2. Built on OSGi, Carbon encapsulates major SOA functionality[4] such as data services, business process management, ESB routing/transformation, rules, security, throttling, caching, logging and monitoring. WSO2 products such as Application Server, Enterprise Service Bus, and Business Process Server are built on top of the WSO2 Carbon middleware platform. The WSO2 products are available to download, or can be custom-built by adding the components on top of the Carbon core."
Enterprise Integration (SOA),Middleware Platform,,,,3025,Oracel SOA Suite,Commercial,http://www.oracle.com/technetwork/middleware/soasuite/overview/index-101779.html,,"Features include deploying, and managing SOAs. Oracle SOA Suite enables system developers to set up and manage services and to orchestrate them into composite applications and business processes. With Oracle SOA Suite's hot-plugable components, organizations can easily extend and evolve their architectures instead of replacing existing investments."
Enterprise Integration (SOA),Middleware Platform,,,,3025,Microsoft BizTalk Server,Commercial,http://www.microsoft.com/en-us/server-cloud/products/biztalk/,,"Microsoft BizTalk Server (or simply ""BizTalk"") enables companies to automate business processes, through the use of adapters which are tailored to communicate with different software systems used in an enterprise. Created by Microsoft, it provides enterprise application integration, business process automation, business-to-business communication, message broker and business activity monitoring."
Enterprise Integration (SOA),Middleware Platform,,,,3025,Apache Service Mix,Open Source,http://servicemix.apache.org/,,"Apache ServiceMix is a flexible, open-source integration container that unifies the features and functionality of Apache ActiveMQ, Camel, CXF, and Karaf into a powerful runtime platform you can use to build your own integrations solutions. It provides a complete, enterprise ready ESB exclusively powered by OSGi."
Enterprise Integration (SOA),Middleware Platform,,,,3025,BEA AquaLogic Service Bus,Commercial,http://docs.oracle.com/cd/E13171_01/alsb/docs20/tutorial/tutIntro.html,,"BEA AquaLogic Service Bus—part of BEA's new family of Service Infrastructure Products (AquaLogic)—combines intelligent message brokering with service monitoring and administration to provide a unified software product for implementing and deploying your Service-Oriented Architecture (SOA). This converged approach adds a scalable, dynamic routing and transformation layer to your enterprise infrastructure, plus service lifecycle management capabilities for service registration, service usage, and Service Level Agreement (SLA) enforcement."
Enterprise Integration (SOA),Middleware Platform,,,,3025,Tibco Active Matrix Business Works,Commercial,http://www.tibco.co.in/products/automation/application-integration/activematrix-businessworks,,"TIBCO ActiveMatrix BusinessWorks [1] is a Business Integration product from TIBCO Software. Part of the TIBCO ActiveMatrix platform, BusinessWorks is typically used by enterprises for Application Integration, Process Orchestration and Service Enablement, often as a part of a wider Enterprise SOA initiative."
Enterprise Integration (SOA),Middleware Platform,,,,3025,WSO2,Open Source,http://wso2.org/,,WSO2 (sometimes stylized as WSO2) is an open source application development software company focused on providing service-oriented architecture (SOA) solutions for professional developers
Enterprise Integration (SOA),Middleware Platform,,,,3025,Apache Camel,Open Source,http://camel.apache.org/,,"Apache Camel is a rule-based routing and mediation engine that provides a Java object-based implementation of the Enterprise Integration Patterns using an API (or declarative Java Domain Specific Language) to configure routing and mediation rules. The domain-specific language means that Apache Camel can support type-safe smart completion of routing rules in an integrated development environment using regular Java code without large amounts of XML configuration files, though XML configuration inside Spring is also supported"
Multilingual,Libraries,,,,3040,Shree Lipi,Commercial,http://www.modular-infotech.com/html/shreelipi.html,,"Shree-Lipi Soft and Shree-Lipi Pearl software are multilingual packages. There are language special packages, which give more stress on a particular script, while still supporting the other scripts. "
Multilingual,Libraries,,,,3040,Google input Tool,Commercial,http://www.google.com/inputtools/windows/,,
Multilingual,Libraries,,,,3040,Google Translate,Commercial,https://cloud.google.com/translate/docs?csw=1,,"With Google Translate, you can dynamically translate text between thousands of language pairs.

The Google Translate API lets websites and programs integrate with Google Translate programmatically.

Google Translate API is available as a paid service. "
Multilingual,Libraries,,,,3040,CDAC - Gist,Commercial,http://cdac.in/index.aspx?id=mlc_gist_webapp,,"GIST endeavors to provide all kinds of tools and support to facilitate the exchange of information in Indian languages on the web. In doing so, some of the web centric applications developed, include; GIST Mail and Talaash."
Platform As a Service (PaaS),servers,,,,3050,Google App Engine,Commercial,https://cloud.google.com/appengine/docs,,"Google App Engine lets you build and run applications on Google’s infrastructure. App Engine applications are easy to create, easy to maintain, and easy to scale as your traffic and data storage needs change. With App Engine, there are no servers for you to maintain. You simply upload your application and it’s ready to go."
Platform As a Service (PaaS),servers,,,,3050,WaveMaker,Commercial,http://www.wavemaker.com/,,"WaveMaker Enterprise is a licensed software that enables organizations to run their own end-to-end application platform-as-a-service (aPaaS) for rapidly building and efficiently running custom apps.[2] It also allows developers and business users to work with standard enterprise-grade technologies to immediately create apps that can be easily extended or customized. Those apps can consume APIs, visualize data for insights and automatically support multi-device responsive interfaces"
Services,Access Management,,,,3060,CA Single Sign-on (Site Minder),Commercial,http://www.ca.com/in/securecenter/ca-single-sign-on.aspx,,"CA Single Sign-On can provide your organization enterprise-class secure single sign-on (SSO) and flexible identity access management so that your organization can authenticate users and control access to Web applications and portals. Across Internet, intranet and cloud applications, it helps enable the secure delivery of essential information and applications to your employees, partners, suppliers and customers via secure single sign-on. It also scales to help you meet your growing business needs with flexible administration tools that can support either centralized or distributed administration."
Services,Access Management,,,,3060,JBOSS SX,Open Source,https://developer.jboss.org/wiki/JBossSX,,"JBoss security framework. Default implementation is based on JAAS. Implements standard J2EE authentication and authorization but also supports extended security models with SecurityProxy and SecurityAssociation implementations.
 
JAAS based implementation enables pluggable authentication modules (PAMs) which is a way to integrate with existing authentication frameworks in your enterprise.
- See more at: https://developer.jboss.org/wiki/JBossSX#sthash.bsskUYSh.dpuf"
Services,Access Management,,,,3060,SailPoint IdentityIQ,Commercial,https://www.sailpoint.com/products/identityiq,,"IdentityIQ is SailPoint's governance-based Identity and Access Management (IAM) software solution that delivers a unified approach to compliance, password management and provisioning activities for applications running on-premises or from the cloud. IdentityIQ meets the needs of large organizations with complex IAM processes who prefer to tailor their solution to align with unique business needs."
Services,Access Management,,,,3060,Crowd,Commercial,https://www.atlassian.com/software/crowd/overview,,"Crowd is a single sign-on and user identity tool that's easy to use, administer, and integrate.

Users can come from anywhere: Active Directory, LDAP, Crowd itself, or any mix thereof. Control permissions to all your applications in one place – Atlassian, Subversion, Google Apps, or your own apps"
Servers,Access Management,,,,3060,WSO2 Identity Server,Open Source,http://wso2.com/products/identity-server/,,"WSO2 Identity Server provides sophisticated security and identity management of enterprise web applications, services, and APIs, and makes life easier for developers and architects with its hassle-free, minimal monitoring and maintenance requirements. In its latest version, Identity Server acts as an Enterprise Identity Bus (EIB) — a central backbone to connect and manage multiple identities regardless of the standards on which they are based"
Services,Web Analytics,,,,3065,Google Webmaster Tools,Open Source,https://www.google.co.in/webmasters/,,"Google Webmaster Tools(also called Google Search Console[1][2]) is a no-charge web service by Google for webmasters. As of May 20, 2015, Google rebranded Google Webmaster Tools as Google Search Console.[3] It allows webmasters to check indexing status and optimize visibility of their websites"
